canonical_id,dataset_component,food_category,food_name_source,food_name_clean,test_year,weight_g_per_MJ,protein_g_per_MJ,fat_g_per_MJ,avcho_g_per_MJ,sugar_g_per_MJ,fibre_g_per_MJ,GI_pct,GL_g_per_MJ,GS_pct,GS_sem,FII_pct,FII_sem,composition_basis_kJ,actual_test_energy_kJ,response_reference,harmonization_note,source_study,source_table,source_printed_page,source_row,source_doi,source_footnote
BELL2016-S1-001,Bell 2016 added 26,Vegetables and legumes,"Peas, steamed from frozen (McCains) *","Peas, steamed from frozen (McCains)",2011,333,17,1,21,7,22,22,5,40.0,10.0,37.0,8.0,1000,300,glucose=100,Direct Bell 2016 supplement value; starred foods were tested as 300-kJ portions against 300-kJ glucose although composition is reported per 1 MJ.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,1,10.3390/nu8040210,* Tested in 300-kJ portion and GS/FII determined against 300-kJ glucose.
BELL2016-S1-002,Bell 2016 added 26,Vegetables and legumes,"Carrots, peeled and steamed (Australia) *","Carrots, peeled and steamed (Australia)",2011,775,9,2,32,29,33,33,14,35.0,5.0,44.0,7.0,1000,300,glucose=100,Direct Bell 2016 supplement value; starred foods were tested as 300-kJ portions against 300-kJ glucose although composition is reported per 1 MJ.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,2,10.3390/nu8040210,* Tested in 300-kJ portion and GS/FII determined against 300-kJ glucose.
BELL2016-S1-003,Bell 2016 added 26,Vegetables and legumes,"Broccoli, steamed (Australia) *","Broccoli, steamed (Australia)",2011,877,4,4,11,11,25,,,16.0,5.0,29.0,8.0,1000,300,glucose=100,Direct Bell 2016 supplement value; starred foods were tested as 300-kJ portions against 300-kJ glucose although composition is reported per 1 MJ.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,3,10.3390/nu8040210,* Tested in 300-kJ portion and GS/FII determined against 300-kJ glucose.
BELL2016-S1-004,Bell 2016 added 26,Vegetables and legumes,"Cauliflower, steamed (Australia) *","Cauliflower, steamed (Australia)",2011,971,21,2,19,19,27,,,31.0,7.0,48.0,9.0,1000,300,glucose=100,Direct Bell 2016 supplement value; starred foods were tested as 300-kJ portions against 300-kJ glucose although composition is reported per 1 MJ.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,4,10.3390/nu8040210,* Tested in 300-kJ portion and GS/FII determined against 300-kJ glucose.
BELL2016-S1-005,Bell 2016 added 26,Vegetables and legumes,"Sweet Potato, orange, peeled and steamed (Australia) *","Sweet Potato, orange, peeled and steamed (Australia)",2011,313,6,0,48,19,10,61,29,100.0,11.0,96.0,14.0,1000,300,glucose=100,Direct Bell 2016 supplement value; starred foods were tested as 300-kJ portions against 300-kJ glucose although composition is reported per 1 MJ.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,5,10.3390/nu8040210,* Tested in 300-kJ portion and GS/FII determined against 300-kJ glucose.
BELL2016-S1-006,Bell 2016 added 26,Vegetables and legumes,"Butternut pumpkin, baked (Australia) *","Butternut pumpkin, baked (Australia)",2011,431,3,11,37,28,21,51,19,64.0,15.0,77.0,16.0,1000,300,glucose=100,Direct Bell 2016 supplement value; starred foods were tested as 300-kJ portions against 300-kJ glucose although composition is reported per 1 MJ.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,6,10.3390/nu8040210,* Tested in 300-kJ portion and GS/FII determined against 300-kJ glucose.
BELL2016-S1-007,Bell 2016 added 26,Vegetables and legumes,4 Bean Mix (Edgells),4 Bean Mix (Edgells),2013,201,16,6,33,5,16,37,12,31.0,12.0,34.0,14.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,7,10.3390/nu8040210,
BELL2016-S1-008,Bell 2016 added 26,Fruits,"Peach, raw (Australia)","Peach, raw (Australia)",2011,565,7,1,51,46,13,56,29,53.0,17.0,39.0,18.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,8,10.3390/nu8040210,
BELL2016-S1-009,Bell 2016 added 26,Dairy products,Chocolate milk (Moove),Chocolate milk (Moove),2013,341,19,6,35,34,0,26,9,46.0,17.0,46.0,23.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,9,10.3390/nu8040210,
BELL2016-S1-010,Bell 2016 added 26,Dairy products,"Yoghurt, plain (Dairy Farmers)","Yoghurt, plain (Dairy Farmers)",2013,213,10,7,34,33,0,18,6,22.0,14.0,46.0,19.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,10,10.3390/nu8040210,
BELL2016-S1-011,Bell 2016 added 26,Dairy products,Brie Cheese (Coles),Brie Cheese (Coles),2013,65,11,21,1,1,0,,,3.0,5.0,7.0,5.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,11,10.3390/nu8040210,
BELL2016-S1-012,Bell 2016 added 26,Dairy products,Custard (Dairy Farmers),Custard (Dairy Farmers),2013,233,10,6,36,32,0,29,10,32.0,10.0,57.0,36.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,12,10.3390/nu8040210,
BELL2016-S1-013,Bell 2016 added 26,Dairy products,Cream (Dairy Farmers),Cream (Dairy Farmers),2013,72,2,25,2,2,0,,,1.0,1.0,8.0,8.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,13,10.3390/nu8040210,
BELL2016-S1-014,Bell 2016 added 26,Protein foods,"Lamb, grilled","Lamb, grilled",2013,136,38,10,0,0,0,,,6.0,4.0,41.0,19.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,14,10.3390/nu8040210,
BELL2016-S1-015,Bell 2016 added 26,Protein foods,"Pork, grilled","Pork, grilled",2013,239,53,3,0,0,0,,,3.0,3.0,19.0,10.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S1,15,10.3390/nu8040210,
BELL2016-S1-016,Bell 2016 added 26,Protein foods,"Ham, shaved (Coles)","Ham, shaved (Coles)",2013,213,34,11,0,0,0,,,10.0,6.0,19.0,11.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,16,10.3390/nu8040210,
BELL2016-S1-017,Bell 2016 added 26,Protein foods,"Beef sausage, thin, grilled (Coles)","Beef sausage, thin, grilled (Coles)",2013,106,14,19,35,0,0,,,5.0,5.0,7.0,9.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,17,10.3390/nu8040210,
BELL2016-S1-018,Bell 2016 added 26,Protein foods,Beef meat pie (Four’n’Twenty),Beef meat pie (Four’n’Twenty),2013,104,10,12,23,0,,,,31.0,10.0,41.0,19.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,18,10.3390/nu8040210,
BELL2016-S1-019,Bell 2016 added 26,Protein foods,Chicken nuggets (Ingham),Chicken nuggets (Ingham),2013,99,18,13,18,1,,46,8,29.0,8.0,41.0,26.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,19,10.3390/nu8040210,
BELL2016-S1-020,Bell 2016 added 26,Protein foods,"Sushi, chicken roll (I Love Sushi)","Sushi, chicken roll (I Love Sushi)",2013,160,19,4,37,5,,48,18,59.0,12.0,48.0,23.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,20,10.3390/nu8040210,
BELL2016-S1-021,Bell 2016 added 26,Carbohydrate foods,Weetbix (Sanitarium),Weetbix (Sanitarium),2013,67,8,1,45,2,7,69,31,48.0,19.0,41.0,16.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,21,10.3390/nu8040210,
BELL2016-S1-022,Bell 2016 added 26,Carbohydrate foods,"Plain Biscuit, Arrowroot (Arnotts)","Plain Biscuit, Arrowroot (Arnotts)",2013,54,3,6,42,12,0,69,29,58.0,14.0,48.0,20.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,22,10.3390/nu8040210,
BELL2016-S1-023,Bell 2016 added 26,Carbohydrate foods,Tim Tam (Arnotts),Tim Tam (Arnotts),2013,46,2,12,30,20,0,,,32.0,11.0,27.0,15.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,23,10.3390/nu8040210,
BELL2016-S1-024,Bell 2016 added 26,Carbohydrate foods,Hokkien Noodles (Kan Tong),Hokkien Noodles (Kan Tong),2013,149,10,1,47,0,0,,,43.0,25.0,22.0,9.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,24,10.3390/nu8040210,
BELL2016-S1-025,Bell 2016 added 26,Carbohydrate foods,Couscous (San Remo),Couscous (San Remo),2013,67,8,1,48,0,2,65,31,66.0,23.0,84.0,43.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,25,10.3390/nu8040210,
BELL2016-S1-026,Bell 2016 added 26,Carbohydrate foods,Butter chicken sauce (Sharwood’s),Butter chicken sauce (Sharwood’s),2013,209,3,16,21,9,0,,,22.0,9.0,16.0,7.0,1000,1000,glucose=100,Direct Bell 2016 supplement value on glucose-reference scale.,Bell et al. 2016 Nutrients 8:210 Supplementary Table S1,Table S1,S2,26,10.3390/nu8040210,
